date,ndvi,precip_8d_sum_mm,soil_moisture_8d_mean,temp_8d_mean_C,pet_8d_sum_mm
2000/2/18,0.144289,3.217027,0.204952,8.873877,42.914101
2000/2/26,0.283586,16.738427,0.241695,12.76102,62.692244
2000/3/5,0.293746,21.581082,0.279072,11.287419,50.107986
2000/3/13,0.291768,10.068712,0.268736,8.476537,41.351705
2000/3/21,0.317378,34.508613,0.31173,8.73326,37.371035
2000/3/29,0.330968,15.195848,0.322072,12.000276,43.689093
2000/4/6,0.337675,3.634195,0.300858,11.939525,68.402431
2000/4/14,0.373015,13.719749,0.250656,14.366104,58.092254
2000/4/22,0.408415,7.654017,0.214433,17.823862,80.364969
2000/4/30,0.398686,26.472053,0.244543,16.902142,60.558225
2000/5/8,0.433626,7.293385,0.232952,22.153567,82.630852
2000/5/16,0.41207,16.763451,0.182941,20.323279,94.098198
2000/5/24,0.391703,26.68809,0.19646,23.612354,80.765382
2000/6/1,0.398228,18.652062,0.227327,24.419254,83.902171
2000/6/9,0.377795,12.267657,0.234924,23.117968,80.569714
2000/6/17,0.414034,35.758429,0.254799,22.670609,75.753087
2000/6/25,0.414988,38.120073,0.2546,24.62366,71.186536
2000/7/3,0.436109,18.228091,0.265962,25.71808,79.013647
2000/7/11,0.432681,9.145588,0.167957,28.580676,96.508563
2000/7/19,0.439638,27.881252,0.186909,28.162564,87.614574
2000/7/27,0.432685,13.453271,0.192646,26.590416,86.021596
2000/8/4,0.344121,4.400367,0.15603,28.089071,92.202228
2000/8/12,0.345663,5.829124,0.141569,29.501472,102.069652
2000/8/20,0.365106,6.916625,0.142539,28.447464,100.447823
2000/8/28,0.339726,3.172651,0.131052,29.710954,103.097245
2000/9/5,0.322588,3.03987,0.12787,29.247912,99.911061
2000/9/13,0.307929,2.607648,0.128929,26.590064,93.747027
2000/9/21,0.315954,12.212553,0.144129,22.076982,87.933418
2000/9/29,0.299578,2.030987,0.177384,19.330224,76.049523
2000/10/7,0.288587,5.074615,0.173885,13.21558,56.837398
2000/10/15,0.277002,21.436686,0.209839,17.022942,46.343671
2000/10/23,0.265251,52.694642,0.301993,16.78652,28.612656
2000/10/31,0.312177,41.099881,0.352761,14.826645,32.195101
2000/11/8,0.3064,23.581936,0.345283,5.348265,22.532376
2000/11/16,0.280904,4.701613,0.323794,1.053293,22.803185
2000/11/24,0.281387,11.290818,0.309801,4.109093,18.325752
2000/12/2,0.276195,1.734902,0.283732,3.398625,21.795332
2000/12/10,0.206922,8.293419,0.270691,1.249066,20.569062
2000/12/18,0.223285,2.887954,0.279131,0.240621,24.789615
2000/12/26,0.137857,13.080403,0.279094,-2.42014,12.199589
2001/1/1,0.232384,0.817725,0.293889,-2.983571,9.583582
2001/1/9,0.262524,3.151009,0.316764,3.633932,16.433312
2001/1/17,0.219994,7.755763,0.309303,-0.156957,16.953504
2001/1/25,0.215051,10.677244,0.313454,1.262095,15.036999
2001/2/2,0.226008,7.865383,0.333319,0.462512,19.784381
2001/2/10,0.203822,15.419128,0.345601,3.250284,18.281248
2001/2/18,0.250402,11.027804,0.342863,3.383498,22.718838
2001/2/26,0.26937,27.074767,0.343678,4.115764,24.077695
2001/3/6,0.294441,15.510735,0.342237,6.125165,26.733928
2001/3/14,0.302911,12.317881,0.335217,7.453021,39.428351
2001/3/22,0.298618,10.117677,0.32369,8.410211,34.775395
2001/3/30,0.308632,7.549581,0.322889,7.848656,31.955345
2001/4/7,0.363012,13.467058,0.279149,18.166468,57.222505
2001/4/15,0.411232,10.449323,0.275131,12.684059,60.955502
2001/4/23,0.423261,9.401981,0.239001,17.273064,77.517546
2001/5/1,0.468517,32.564722,0.207885,19.283281,74.721574
2001/5/9,0.449633,24.219199,0.303152,18.42035,62.013954
2001/5/17,0.457272,26.651207,0.244063,22.448262,69.861268
2001/5/25,0.451033,14.377168,0.242145,18.305887,75.157807
2001/6/2,0.454314,34.971521,0.264289,21.938303,71.408292
2001/6/10,0.435916,14.414871,0.22844,25.166875,83.449177
2001/6/26,0.38245,8.804072,0.180753,25.97889,93.593674
2001/7/4,0.394015,10.130343,0.148842,28.135419,95.481467
2001/7/12,0.400462,13.65334,0.144693,29.18133,94.777667
2001/7/20,0.394207,8.189802,0.153152,30.46737,108.097039
2001/7/28,0.395024,22.337127,0.167489,29.381542,94.85604
2001/8/5,0.394342,1.166872,0.13839,29.651836,99.08662
2001/8/13,0.396678,23.505826,0.184233,26.214534,75.499936
2001/8/21,0.39972,16.117793,0.190538,26.971633,86.711783
2001/8/29,0.385108,19.3746,0.195511,24.681322,65.233508
2001/9/6,0.400136,18.00625,0.208925,23.148444,65.179005
2001/9/14,0.409458,15.757447,0.207425,22.360618,59.651616
2001/9/22,0.396552,31.430763,0.246113,20.314546,54.659262
2001/9/30,0.380665,0.605218,0.18191,19.573192,64.90389
2001/10/8,0.369456,15.060969,0.192751,16.680595,56.349851
2001/10/16,0.350016,10.501073,0.216333,13.624898,54.651256
2001/10/24,0.334348,2.664685,0.177405,15.739603,54.844634
2001/11/1,0.329549,8.195354,0.162592,17.267454,50.885534
2001/11/9,0.305631,0.510652,0.182101,13.744335,35.278312
2001/11/17,0.329934,20.342865,0.252656,12.559444,26.981563
2001/11/25,0.298714,13.068118,0.251898,6.70666,36.574411
2001/12/3,0.312046,1.25591,0.259799,7.308665,24.114133
2001/12/11,0.317099,4.914212,0.243199,5.335139,27.155877
2001/12/19,0.303712,13.045186,0.251639,5.903357,28.3154
2001/12/27,0.269958,2.358435,0.22507,0.550799,23.208131
2002/1/1,0.290208,2.983617,0.21984,-1.909699,17.678166
2002/1/9,0.285493,5.909698,0.242029,5.15718,25.627899
2002/1/17,0.272856,2.494608,0.213649,3.654505,33.878421
2002/1/25,0.280206,3.913056,0.210407,6.930031,40.833045
2002/2/2,0.216822,22.196319,0.260693,0.91872,17.737026
2002/2/10,0.271687,0.697918,0.296034,2.387067,31.685508
2002/2/18,0.277807,5.371392,0.257591,7.957764,44.292136
2002/2/26,0.259142,2.36636,0.22085,4.042755,47.393415
2002/3/6,0.264601,5.565529,0.227329,3.544357,45.456466
2002/3/14,0.257749,4.873332,0.202276,9.390507,61.063894
2002/3/22,0.235215,19.390304,0.242617,7.224457,42.620351
2002/3/30,0.290513,11.370964,0.229382,12.230949,57.855427
2002/4/7,0.31602,21.738539,0.230143,11.134854,49.451956
2002/4/15,0.361575,15.272758,0.238091,20.217576,74.967829
2002/4/23,0.381797,11.074448,0.230777,16.200272,62.863586
2002/5/1,0.401984,11.435632,0.22658,18.002528,71.265211
2002/5/9,0.412928,17.720178,0.206616,20.641097,80.114873
2002/5/17,0.397271,13.603505,0.209174,18.057132,78.726027
2002/5/25,0.400991,28.338263,0.22756,19.637571,72.621126
2002/6/2,0.393232,20.94685,0.22093,24.45407,81.707723
2002/6/10,0.401732,17.950755,0.218992,25.305761,85.333881
2002/6/18,0.401167,20.754193,0.236005,24.206107,85.311031
2002/6/26,0.387389,8.245433,0.160093,27.092659,90.809168
2002/7/4,0.417878,24.732478,0.216007,24.739075,66.593349
2002/7/12,0.407144,10.499533,0.213158,25.915652,72.203197
2002/7/20,0.389886,9.513965,0.17315,27.398514,88.802414
2002/7/28,0.399,20.836286,0.168517,28.673712,92.465846
2002/8/5,0.394165,4.058902,0.147853,28.258826,90.405047
2002/8/13,0.39311,27.861149,0.1769,26.124428,81.914698
2002/8/21,0.398985,19.427043,0.175682,27.445479,88.098105
2002/8/29,0.41238,23.114007,0.190766,25.566893,71.929573
2002/9/6,0.40811,1.686523,0.155642,26.066195,76.962371
2002/9/14,0.408099,14.755955,0.23812,21.375718,53.892855
2002/9/22,0.391898,27.56852,0.218062,19.413288,68.008731
2002/9/30,0.390151,15.450891,0.177708,21.211042,64.807466
2002/10/8,0.383356,23.635549,0.258443,16.397249,46.403295
2002/10/16,0.373215,22.246882,0.23242,12.878599,43.480604
2002/10/24,0.213052,33.697811,0.303907,9.519097,21.064991
2002/11/1,0.357799,10.37017,0.347175,5.563872,17.125042
2002/11/9,0.332479,3.500932,0.295722,10.295161,40.548415
2002/11/17,0.32256,4.227187,0.26239,8.441949,33.081513
2002/11/25,0.310075,1.074528,0.227922,5.40525,28.267657
2002/12/3,0.258859,17.059978,0.238483,3.796404,23.105972
2002/12/11,0.31373,5.597021,0.297602,3.243766,13.394299
2002/12/19,0.301974,2.294755,0.268699,6.297412,31.003922
2002/12/27,0.297539,15.406522,0.282152,0.862208,15.547458
2003/1/1,0.300173,6.545248,0.288243,4.42816,23.654679
2003/1/9,0.295966,1.856582,0.264094,4.163665,23.6127
2003/1/17,0.287465,0.866345,0.248688,2.529854,24.278935
2003/1/25,0.276153,2.431784,0.232114,0.909188,24.633937
2003/2/2,0.256091,3.815734,0.215226,6.536418,34.546722
2003/2/10,0.291565,5.539826,0.231632,1.769365,21.659236
2003/2/18,0.286933,11.558247,0.262347,6.286053,28.998655
2003/2/26,0.222258,7.144613,0.266837,-1.684967,21.137949
2003/3/6,0.287729,3.061394,0.267976,3.982152,32.800744
2003/3/14,0.313928,4.604174,0.227547,13.038179,46.909232
2003/3/22,0.334806,19.696801,0.290078,11.091455,42.670854
2003/3/30,0.345579,7.411273,0.244479,11.425244,72.46987
2003/4/7,0.362489,5.888863,0.21674,11.488224,65.220082
2003/4/15,0.398891,9.488319,0.196544,18.380186,85.997223
2003/4/23,0.417243,22.340565,0.250143,14.914219,64.861373
2003/5/1,0.434475,9.005431,0.217653,19.616187,70.718349
2003/5/9,0.442862,4.961777,0.204088,19.167951,80.53885
2003/5/17,0.446954,28.590588,0.242426,20.470908,67.562703
2003/5/25,0.432871,24.292321,0.262634,19.09051,56.059134
2003/6/2,0.450987,34.84462,0.244534,22.274764,67.522779
2003/6/10,0.454098,37.373966,0.298409,20.913979,63.177741
2003/6/18,0.449311,20.986974,0.27195,22.360453,61.810554
2003/6/26,0.454654,23.270954,0.232616,24.715541,83.790198
2003/7/4,0.425679,3.267742,0.203109,26.524489,87.412805
2003/7/12,0.403172,5.384782,0.154073,28.683829,101.937289
2003/7/20,0.382304,5.350041,0.134123,29.370626,100.622164
2003/7/28,0.383967,10.508388,0.143905,28.460393,97.331844
2003/8/5,0.380348,12.385197,0.149555,29.463079,93.788284
2003/8/13,0.376152,8.603427,0.148069,26.166103,78.381711
2003/8/21,0.360294,7.076552,0.135154,29.2799,95.30626
2003/8/29,0.370657,49.947356,0.203621,24.894139,63.592167
2003/9/6,0.401576,7.807137,0.227953,22.283358,61.37911
2003/9/14,0.40677,33.670142,0.235593,20.854998,70.21788
2003/9/22,0.402455,10.358709,0.202234,19.411626,61.708515
2003/9/30,0.380865,4.068157,0.192009,17.157187,55.962324
2003/10/8,0.391903,27.203834,0.232087,18.619303,38.215082
2003/10/16,0.371839,0.595369,0.20772,16.649308,54.53448
2003/10/24,0.356971,1.740164,0.15973,17.51273,58.58911
2003/11/1,0.293932,3.568965,0.156789,15.504906,50.073139
2003/11/9,0.327686,5.479029,0.202476,8.799327,27.048716
2003/11/17,0.33034,13.9579,0.224487,10.792018,39.01456
2003/11/25,0.306792,4.590517,0.199474,5.507502,39.002084
2003/12/3,0.29492,4.856238,0.190571,6.420952,33.574046
2003/12/11,0.210306,5.832306,0.198696,2.979268,25.368072
2003/12/19,0.250215,2.21983,0.226201,5.302557,31.592958
2003/12/27,0.278706,1.296322,0.218881,5.524882,34.124964
2004/1/1,0.266233,2.846188,0.207033,6.69658,36.879312
2004/1/9,0.27019,0.873419,0.194485,1.451263,25.452481
2004/1/17,0.273451,18.759713,0.241356,5.311962,19.621642
2004/1/25,0.217605,2.809952,0.257616,2.864689,24.759919
2004/2/2,0.191327,12.516409,0.25388,0.396794,19.554287
2004/2/10,0.220349,4.802295,0.26602,-1.27392,19.180242
2004/2/18,0.243227,3.181083,0.273202,4.893559,32.867455
2004/2/26,0.256616,17.423521,0.281636,6.879119,32.916957
2004/3/5,0.266634,36.574126,0.337656,7.718161,36.486419
2004/3/13,0.282371,7.424769,0.297484,9.949819,42.014807
2004/3/21,0.311348,0.605881,0.247395,14.420847,56.287374
2004/3/29,0.340886,8.743006,0.231757,15.314255,59.379162
2004/4/6,0.380194,25.770741,0.258989,13.450627,47.365076
2004/4/14,0.384476,6.662064,0.278687,12.550486,60.881589
2004/4/22,0.434226,29.780972,0.248114,16.522677,63.388277
2004/4/30,0.438826,10.684612,0.260551,15.14373,67.882225
2004/5/8,0.412406,8.075823,0.191738,22.271952,85.630405
2004/5/16,0.433007,17.020489,0.214081,19.625082,73.278866
2004/5/24,0.406326,8.070298,0.169351,24.528135,97.139531
2004/6/1,0.392132,14.671417,0.172327,23.029945,89.2595
2004/6/9,0.395487,29.790705,0.215326,25.005602,81.336035
2004/6/17,0.422391,42.920813,0.23475,24.363246,68.932827
2004/6/25,0.427431,35.295417,0.297405,21.191734,57.573552
2004/7/3,0.479583,41.191055,0.303979,23.723733,63.217369
2004/7/11,0.472234,16.171127,0.210032,26.999904,87.566824
2004/7/19,0.472559,20.747046,0.176675,27.561357,84.292895
2004/7/27,0.489969,30.119376,0.273228,21.481644,51.922632
2004/8/4,0.510737,14.596647,0.215006,26.171579,76.005035
2004/8/12,0.509001,26.645177,0.232838,22.263119,60.59402
2004/8/20,0.496575,25.698253,0.244024,22.753262,62.582807
2004/8/28,0.476936,13.085309,0.196464,24.625763,76.372034
2004/9/5,0.450275,5.146112,0.167759,23.010755,78.285383
2004/9/13,0.420419,4.764931,0.144179,24.398356,85.067443
2004/9/21,0.42102,17.036764,0.185505,23.183839,75.226822
2004/9/29,0.407115,28.350827,0.24977,18.222088,48.356692
2004/10/7,0.411954,40.863912,0.29124,16.91125,37.640583
2004/10/15,0.386478,5.976957,0.296652,13.87604,42.636382
2004/10/23,0.385076,17.448847,0.241746,16.966258,43.874628
2004/10/31,0.386676,14.807705,0.278254,13.672651,36.449338
2004/11/8,0.334461,2.555505,0.283129,11.074745,33.424922
2004/11/16,0.241935,49.819405,0.336944,8.435879,14.512853
2004/11/24,0.344868,21.607287,0.353818,7.219182,20.968396
2004/12/2,0.336934,7.599428,0.329853,2.794222,20.099963
2004/12/10,0.323717,7.721991,0.325524,7.155337,29.903742
2004/12/18,0.311275,0.64841,0.283372,3.820373,26.500019
2004/12/26,0.303405,3.650986,0.278755,0.537376,19.261421
2005/1/1,0.186794,15.975279,0.295138,9.138011,19.69312
2005/1/9,0.26207,14.873839,0.336761,3.183184,20.377528
2005/1/17,0.292033,0.993516,0.305388,0.615201,20.894001
2005/1/25,0.282729,8.924502,0.283183,5.674818,26.398302
2005/2/2,0.297849,3.086271,0.324248,2.984384,15.976654
2005/2/10,0.296098,16.6781,0.34401,5.205835,22.981105
2005/2/18,0.305492,3.85011,0.30756,8.623119,34.119173
2005/2/26,0.311519,8.158695,0.309907,6.136705,27.559332
2005/3/6,0.326276,5.640153,0.280516,9.360763,41.191879
2005/3/14,0.340444,1.401423,0.239412,7.912562,52.91633
2005/3/22,0.356626,10.912379,0.268089,9.368498,49.05889
2005/3/30,0.361897,15.960994,0.272834,10.308815,57.355467
2005/4/7,0.393461,10.625378,0.240112,15.781305,77.969949
2005/4/15,0.442974,8.293195,0.224937,15.205912,65.436781
2005/4/23,0.443929,8.26864,0.20067,15.588097,72.518944
2005/5/1,0.456837,11.537499,0.226458,11.282891,52.475439
2005/5/9,0.471716,10.352205,0.215383,19.805995,74.930432
2005/5/17,0.451093,19.604557,0.222858,20.57382,75.778522
2005/5/25,0.427955,23.020176,0.189391,23.395288,74.282945
2005/6/2,0.459642,37.863566,0.278883,20.668871,59.412916
2005/6/10,0.467994,39.67778,0.252572,23.894655,80.138776
2005/6/18,0.456418,17.209431,0.233919,25.217467,80.568125
2005/6/26,0.43839,4.611204,0.163937,27.715124,108.080539
2005/7/4,0.456984,37.054388,0.182934,27.060402,89.404318
2005/7/12,0.458329,8.782772,0.163928,27.276911,83.808075
2005/7/20,0.431564,4.849467,0.148556,28.956942,99.09937
2005/7/28,0.428921,13.797181,0.177641,26.227635,90.668646
2005/8/5,0.435157,11.765269,0.17097,26.806503,80.703877
2005/8/13,0.472418,50.273099,0.246493,24.199935,58.62703
2005/8/21,0.490657,29.28563,0.271378,25.600182,63.899608
2005/8/29,0.484888,14.629793,0.214781,25.638192,71.355492
2005/9/6,0.473589,9.596258,0.169552,25.245011,78.099564
2005/9/14,0.4525,19.950772,0.177165,23.780349,76.67128
2005/9/22,0.424699,4.281749,0.161346,25.783985,75.389359
2005/9/30,0.405911,13.340608,0.161304,22.047114,70.698152
2005/10/8,0.404145,14.666276,0.227757,15.820287,53.612283
2005/10/16,0.385749,8.099076,0.241853,17.941849,43.737463
2005/10/24,0.362629,5.236395,0.20925,11.935282,40.759745
2005/11/1,0.343183,14.438675,0.206333,14.786661,55.632615
2005/11/9,0.330291,1.805882,0.17495,15.395648,52.397295
2005/11/17,0.321074,2.096812,0.170817,7.4873,43.859202
2005/11/25,0.306049,4.898589,0.168355,9.273097,39.800225
2005/12/3,0.262703,0.610166,0.180714,2.301809,33.942225
2005/12/11,0.282073,4.135594,0.184443,-0.035189,24.583578
2005/12/19,0.28612,2.027906,0.198094,0.890447,18.110882
2005/12/27,0.279629,2.159479,0.203151,9.298059,40.990045
2006/1/1,0.275007,2.128463,0.183617,10.043686,46.546015
2006/1/9,0.277366,0.911732,0.168224,7.970983,44.610495
2006/1/17,0.270378,2.133315,0.170372,7.785713,50.830559
2006/1/25,0.269115,9.183424,0.185868,6.399757,33.727914
2006/2/2,0.266047,3.968838,0.194741,7.831474,45.384465
2006/2/10,0.260583,0.929308,0.173067,4.043363,45.070387
2006/2/18,0.19399,2.43557,0.163107,2.181116,40.606128
2006/2/26,0.258904,8.606891,0.182368,9.315561,46.440979
2006/3/6,0.264623,8.461736,0.168601,14.109614,64.268003
2006/3/14,0.275296,2.683455,0.167547,11.241763,72.570745
2006/3/22,0.268958,32.149311,0.288978,3.766701,26.741268
2006/3/30,0.29443,11.126499,0.267179,14.702497,64.747054
2006/4/7,0.322632,5.202184,0.20658,15.997948,82.68295
2006/4/15,0.347272,3.431763,0.1549,22.696228,105.396908
2006/4/23,0.37506,14.166331,0.169275,17.578548,74.247639
2006/5/1,0.382467,32.422866,0.237404,17.585234,63.657118
2006/5/9,0.400992,23.586979,0.281708,16.628903,59.11134
2006/5/17,0.386166,1.203037,0.185907,21.23819,83.0343
2006/5/25,0.374626,13.086245,0.148623,26.86044,108.753963
2006/6/2,0.374249,17.36621,0.204629,24.506446,82.822121
2006/6/10,0.364647,7.506188,0.149102,28.059744,103.934315
2006/6/18,0.382673,17.905027,0.167355,27.743264,113.227498
2006/6/26,0.375973,22.932753,0.19959,24.386384,81.065751
2006/7/4,0.407107,18.885041,0.172795,26.258176,87.599924
2006/7/12,0.389567,17.201386,0.194989,28.179142,89.632583
2006/7/20,0.372932,2.824454,0.13859,30.141996,102.641085
2006/7/28,0.368853,10.260326,0.146986,29.257958,105.179301
2006/8/5,0.369551,15.335674,0.174668,28.5071,92.852999
2006/8/13,0.388541,23.698319,0.182009,28.116696,84.119475
2006/8/21,0.420731,31.478617,0.244796,26.35055,66.626234
2006/8/29,0.459081,29.301125,0.255878,23.888437,63.688642
2006/9/6,0.47607,21.73421,0.268308,19.907285,49.555023
2006/9/14,0.453633,19.849825,0.244561,21.76126,68.072938
2006/9/22,0.432263,9.123439,0.221875,17.990792,70.246283
2006/9/30,0.398172,0.388785,0.165898,21.421609,73.540682
2006/10/8,0.412148,33.657903,0.179664,18.644886,57.450344
2006/10/16,0.385679,13.203059,0.267779,13.455017,38.791559
2006/10/24,0.368689,7.73022,0.253242,11.63637,43.055478
2006/11/1,0.344807,2.12619,0.23356,10.295358,47.081239
2006/11/9,0.332138,7.958923,0.221108,12.805915,39.52132
2006/11/17,0.316506,2.985407,0.203062,8.125127,39.501789
2006/11/25,0.288915,3.083206,0.181886,12.362755,38.198686
2006/12/3,0.28938,6.862031,0.213676,1.15975,24.40268
2006/12/11,0.291677,1.646666,0.221923,5.663164,29.166147
2006/12/19,0.247053,18.91758,0.244839,6.151038,23.433512
2006/12/27,0.223965,24.639852,0.299812,3.89533,18.384761
2007/1/1,0.233474,24.319184,0.329141,3.138843,15.782164
2007/1/9,0.231143,4.307968,0.300934,3.629012,25.068007
2007/1/17,0.129184,17.959139,0.310232,-4.392586,12.670647
2007/1/25,0.180986,2.746242,0.32235,-1.146533,10.802023
2007/2/2,0.217655,2.503488,0.31508,-1.662116,16.575375
2007/2/10,0.197648,9.493257,0.314795,2.800523,19.74589
2007/2/18,0.231318,0.984878,0.311334,2.259061,34.801499
2007/2/26,0.251559,4.486342,0.283818,9.440221,54.898619
2007/3/6,0.280169,1.09322,0.239597,7.955883,51.554912
2007/3/14,0.316708,14.165314,0.274494,12.655353,40.30899
2007/3/22,0.292879,22.699432,0.266777,16.909725,49.10066
2007/3/30,0.417404,48.06284,0.330929,14.76594,46.786958
2007/4/7,0.404875,4.67571,0.27827,7.44766,46.576577
2007/4/15,0.429336,24.48398,0.319872,10.339827,48.997521
2007/4/23,0.458078,14.645149,0.287221,16.472152,67.672507
2007/5/1,0.432544,24.888612,0.285443,18.146501,53.620969
2007/5/9,0.520285,49.035375,0.305473,19.051102,53.864876
2007/5/17,0.497817,9.167494,0.260354,18.978223,67.39053
2007/5/25,0.46352,39.916202,0.281137,19.749842,58.942301
2007/6/2,0.490779,38.034784,0.293829,20.845347,61.147814
2007/6/10,0.4809,20.712512,0.237652,23.643947,84.318557
2007/6/18,0.470746,38.720651,0.279295,23.224128,61.033753
2007/6/26,0.380918,48.062237,0.257891,23.831288,61.043458
2007/7/4,0.484587,16.724143,0.253025,24.272471,62.163467
2007/7/12,0.495068,33.344166,0.234269,25.709276,70.419635
2007/7/20,0.482506,7.171872,0.194348,26.785074,83.374468
2007/7/28,0.468462,17.279238,0.186327,26.065061,71.129192
2007/8/5,0.483317,22.330042,0.229335,27.212138,79.253533
2007/8/13,0.466816,5.205083,0.150257,29.75033,94.937331
2007/8/21,0.472143,33.865567,0.196217,27.319629,81.298557
2007/8/29,0.456499,8.558675,0.200074,25.535095,71.779727
2007/9/6,0.458394,24.646843,0.184669,24.844173,67.892194
2007/9/14,0.456928,7.842199,0.222239,21.170143,64.062587
2007/9/22,0.438543,16.222838,0.187921,24.001665,70.521513
2007/9/30,0.4151,17.60551,0.178656,22.177343,70.454547
2007/10/8,0.402864,6.618849,0.176277,21.703063,66.110422
2007/10/16,0.382416,17.829866,0.204692,17.862916,62.121711
2007/10/24,0.362572,8.228642,0.204168,13.942542,61.018256
2007/11/1,0.334816,0.09814,0.173808,13.266754,48.070889
2007/11/9,0.322002,0.672977,0.155708,13.887525,46.564385
2007/11/17,0.311523,0.354663,0.14732,13.678005,50.837367
2007/11/25,0.311853,12.89323,0.173479,3.443018,27.645166
2007/12/3,0.29594,9.252244,0.215719,7.640948,33.078106
2007/12/11,0.21091,15.968716,0.268509,1.893877,13.402185
2007/12/19,0.23221,2.399258,0.290576,2.414833,21.035645
2007/12/27,0.183484,2.541091,0.277098,-0.49015,17.589083
2008/1/1,0.21275,2.684181,0.267902,-0.896332,22.364662
2008/1/9,0.25141,4.063665,0.268308,7.232084,34.573442
2008/1/17,0.228778,0.516459,0.242391,0.332102,25.383937
2008/1/25,0.2473,4.885856,0.237165,2.295046,30.760473
2008/2/2,0.242463,5.000316,0.225343,5.384368,43.325481
2008/2/10,0.251558,2.135558,0.238503,4.029363,36.208408
2008/2/18,0.25677,15.933968,0.276697,4.112017,34.017938
2008/2/26,0.256633,2.108752,0.252997,6.654618,43.498699
2008/3/5,0.258848,13.890583,0.243546,5.776108,46.786481
2008/3/13,0.271447,6.477518,0.232307,10.244447,51.062155
2008/3/21,0.275137,21.694674,0.26675,10.044252,55.599471
2008/3/29,0.305223,3.052546,0.218758,13.371962,59.39156
2008/4/6,0.326172,17.049141,0.22316,12.600096,59.992886
2008/4/14,0.334433,15.710867,0.267282,12.179281,75.610533
2008/4/22,0.371675,14.799672,0.236956,17.552538,74.774606
2008/4/30,0.380954,5.032168,0.215152,15.796834,93.066461
2008/5/8,0.407874,36.021378,0.243423,18.013623,70.698081
2008/5/16,0.410365,5.739691,0.229288,18.884976,79.286522
2008/5/24,0.428539,31.838395,0.194855,24.009845,93.90879
